icd10_code,icd10_title,icd11_code,icd11_title,foundation_uri,linearization_uri
V11,Pedal cyclist injured in collision with other pedal cycle,PA02&XE9EE&XE7ZZ,Unintentional land transport traffic event injuring a pedal cyclist / Exposure to land transport on-road injury event / Pedal cycle as counterpart in land transport crash,http://id.who.int/icd/entity/312590851,http://id.who.int/icd/release/11/2022-02/mms/1366178730
V11.0,Pedal cyclist injured in collision with other pedal cycle : driver injured in nontraffic accident,PA12&XE8TM&XE7ZZ&XE42A,Unintentional land transport nontraffic event injuring a pedal cyclist / Exposure to land transport off-road injury event / Pedal cycle as counterpart in land transport crash / Vehicle driver injured in transport related event,http://id.who.int/icd/entity/1506203877,http://id.who.int/icd/release/11/2022-02/mms/1877903899
V11.1,Pedal cyclist injured in collision with other pedal cycle : passenger injured in nontraffic accident,PA12&XE8TM&XE7ZZ&XE1LZ,Unintentional land transport nontraffic event injuring a pedal cyclist / Exposure to land transport off-road injury event / Pedal cycle as counterpart in land transport crash / Vehicle passenger injured in transport related event,http://id.who.int/icd/entity/1015879025,http://id.who.int/icd/release/11/2022-02/mms/1877903899
V11.2,Pedal cyclist injured in collision with other pedal cycle : unspecified pedal cyclist injured in nontraffic accident,PA12&XE8TM&XE7ZZ,Unintentional land transport nontraffic event injuring a pedal cyclist / Exposure to land transport off-road injury event / Pedal cycle as counterpart in land transport crash,http://id.who.int/icd/entity/1210074512,http://id.who.int/icd/release/11/2022-02/mms/1877903899
V11.3,Pedal cyclist injured in collision with other pedal cycle : person injured while boarding or alighting,PA02&XE9EE&XE7ZZ&XE9Y1,Unintentional land transport traffic event injuring a pedal cyclist / Exposure to land transport on-road injury event / Pedal cycle as counterpart in land transport crash / Person boarding or alighting a vehicle injured in transport related event,http://id.who.int/icd/entity/762021914,http://id.who.int/icd/release/11/2022-02/mms/1366178730
V11.4,Pedal cyclist injured in collision with other pedal cycle : driver injured in traffic accident,PA02&XE9EE&XE7ZZ&XE42A,Unintentional land transport traffic event injuring a pedal cyclist / Exposure to land transport on-road injury event / Pedal cycle as counterpart in land transport crash / Vehicle driver injured in transport related event,http://id.who.int/icd/entity/1585781646,http://id.who.int/icd/release/11/2022-02/mms/1366178730
V11.5,Pedal cyclist injured in collision with other pedal cycle : passenger injured in traffic accident,PA02&XE9EE&XE7ZZ&XE1LZ,Unintentional land transport traffic event injuring a pedal cyclist / Exposure to land transport on-road injury event / Pedal cycle as counterpart in land transport crash / Vehicle passenger injured in transport related event,http://id.who.int/icd/entity/1003410972,http://id.who.int/icd/release/11/2022-02/mms/1366178730
V11.9,Pedal cyclist injured in collision with other pedal cycle : unspecified pedal cyclist injured in traffic accident,PA02&XE9EE&XE7ZZ,Unintentional land transport traffic event injuring a pedal cyclist / Exposure to land transport on-road injury event / Pedal cycle as counterpart in land transport crash,http://id.who.int/icd/entity/839553959,http://id.who.int/icd/release/11/2022-02/mms/1366178730
V12,Pedal cyclist injured in collision with two- or three-wheeled motor vehicle,PA02,Unintentional land transport traffic event injuring a pedal cyclist,http://id.who.int/icd/entity/1712100092,http://id.who.int/icd/release/11/2022-02/mms/1366178730
V12.0,Pedal cyclist injured in collision with two- or three-wheeled motor vehicle : driver injured in nontraffic accident,PA12&XE8TM&XE65U,"Unintentional land transport nontraffic event injuring a pedal cyclist / Exposure to land transport off-road injury event / Person riding, operating or controlling a motorcycle or pedal cycle injured in transport related event",http://id.who.int/icd/entity/1480685787,http://id.who.int/icd/release/11/2022-02/mms/1877903899
V12.1,Pedal cyclist injured in collision with two- or three-wheeled motor vehicle : passenger injured in nontraffic accident,PA12&XE8TM&XE9AX&XE42A,Unintentional land transport nontraffic event injuring a pedal cyclist / Exposure to land transport off-road injury event / Three-wheeled motor vehicle or scooter / Vehicle driver injured in transport related event,http://id.who.int/icd/entity/1024111951,http://id.who.int/icd/release/11/2022-02/mms/1877903899
V12.2,Pedal cyclist injured in collision with two- or three-wheeled motor vehicle : unspecified pedal cyclist injured in nontraffic accident,PA12&XE8TM&XE65U,"Unintentional land transport nontraffic event injuring a pedal cyclist / Exposure to land transport off-road injury event / Person riding, operating or controlling a motorcycle or pedal cycle injured in transport related event",http://id.who.int/icd/entity/1235740080,http://id.who.int/icd/release/11/2022-02/mms/1877903899
V12.3,Pedal cyclist injured in collision with two- or three-wheeled motor vehicle : person injured while boarding or alighting,PA02&XE9Y1,Unintentional land transport traffic event injuring a pedal cyclist / Person boarding or alighting a vehicle injured in transport related event,http://id.who.int/icd/entity/753674278,http://id.who.int/icd/release/11/2022-02/mms/1366178730
V12.4,Pedal cyclist injured in collision with two- or three-wheeled motor vehicle : driver injured in traffic accident,PA02&XE65U,"Unintentional land transport traffic event injuring a pedal cyclist / Person riding, operating or controlling a motorcycle or pedal cycle injured in transport related event",http://id.who.int/icd/entity/1594014642,http://id.who.int/icd/release/11/2022-02/mms/1366178730
V12.5,Pedal cyclist injured in collision with two- or three-wheeled motor vehicle : passenger injured in traffic accident,PA02&XE1LZ,Unintentional land transport traffic event injuring a pedal cyclist / Vehicle passenger injured in transport related event,http://id.who.int/icd/entity/977892900,http://id.who.int/icd/release/11/2022-02/mms/1366178730
V12.9,Pedal cyclist injured in collision with two- or three-wheeled motor vehicle : unspecified pedal cyclist injured in traffic accident,PA02&XE65U,"Unintentional land transport traffic event injuring a pedal cyclist / Person riding, operating or controlling a motorcycle or pedal cycle injured in transport related event",http://id.who.int/icd/entity/864891801,http://id.who.int/icd/release/11/2022-02/mms/1366178730
V13,"Pedal cyclist injured in collision with car, pick-up truck or van",PA02,Unintentional land transport traffic event injuring a pedal cyclist,http://id.who.int/icd/entity/55009130,http://id.who.int/icd/release/11/2022-02/mms/1366178730
V13.0,"Pedal cyclist injured in collision with car, pick-up truck or van : driver injured in nontraffic accident",PA12,Unintentional land transport nontraffic event injuring a pedal cyclist,http://id.who.int/icd/entity/1153019994,http://id.who.int/icd/release/11/2022-02/mms/1877903899
V13.1,"Pedal cyclist injured in collision with car, pick-up truck or van : passenger injured in nontraffic accident",PA12,Unintentional land transport nontraffic event injuring a pedal cyclist,http://id.who.int/icd/entity/569540048,http://id.who.int/icd/release/11/2022-02/mms/1877903899
V13.2,"Pedal cyclist injured in collision with car, pick-up truck or van : unspecified pedal cyclist injured in nontraffic accident",PA12,Unintentional land transport nontraffic event injuring a pedal cyclist,http://id.who.int/icd/entity/1432300849,http://id.who.int/icd/release/11/2022-02/mms/1877903899
V13.3,"Pedal cyclist injured in collision with car, pick-up truck or van : person injured while boarding or alighting",PA02,Unintentional land transport traffic event injuring a pedal cyclist,http://id.who.int/icd/entity/806674597,http://id.who.int/icd/release/11/2022-02/mms/1366178730
V13.4,"Pedal cyclist injured in collision with car, pick-up truck or van : driver injured in traffic accident",PA02,Unintentional land transport traffic event injuring a pedal cyclist,http://id.who.int/icd/entity/1140486961,http://id.who.int/icd/release/11/2022-02/mms/1366178730
V13.5,"Pedal cyclist injured in collision with car, pick-up truck or van : passenger injured in traffic accident",PA02,Unintentional land transport traffic event injuring a pedal cyclist,http://id.who.int/icd/entity/649182885,http://id.who.int/icd/release/11/2022-02/mms/1366178730
V13.9,"Pedal cyclist injured in collision with car, pick-up truck or van : unspecified pedal cyclist injured in traffic accident",PA02,Unintentional land transport traffic event injuring a pedal cyclist,http://id.who.int/icd/entity/796261146,http://id.who.int/icd/release/11/2022-02/mms/1366178730
V14,Pedal cyclist injured in collision with heavy transport vehicle or bus,PA02,Unintentional land transport traffic event injuring a pedal cyclist,http://id.who.int/icd/entity/1890176254,http://id.who.int/icd/release/11/2022-02/mms/1366178730
V14.0,Pedal cyclist injured in collision with heavy transport vehicle or bus : driver injured in nontraffic accident,PA12&XE65U,"Unintentional land transport nontraffic event injuring a pedal cyclist / Person riding, operating or controlling a motorcycle or pedal cycle injured in transport related event",http://id.who.int/icd/entity/2143338780,http://id.who.int/icd/release/11/2022-02/mms/1877903899
V14.1,Pedal cyclist injured in collision with heavy transport vehicle or bus : passenger injured in nontraffic accident,PA12&XE5LJ&XE1LZ,Unintentional land transport nontraffic event injuring a pedal cyclist / Bus or coach as counterpart in land transport crash / Vehicle passenger injured in transport related event,http://id.who.int/icd/entity/445320334,http://id.who.int/icd/release/11/2022-02/mms/1877903899
V14.2,Pedal cyclist injured in collision with heavy transport vehicle or bus : unspecified pedal cyclist injured in nontraffic accident,PA12&XE65U,"Unintentional land transport nontraffic event injuring a pedal cyclist / Person riding, operating or controlling a motorcycle or pedal cycle injured in transport related event",http://id.who.int/icd/entity/1848007793,http://id.who.int/icd/release/11/2022-02/mms/1877903899
V14.3,Pedal cyclist injured in collision with heavy transport vehicle or bus : person injured while boarding or alighting,PA02&XE6LC,"Unintentional land transport traffic event injuring a pedal cyclist / Person boarding or alighting from a bus, tram, streetcar or railway vehicle injured in transport related event",http://id.who.int/icd/entity/191730149,http://id.who.int/icd/release/11/2022-02/mms/1366178730
V14.4,Pedal cyclist injured in collision with heavy transport vehicle or bus : driver injured in traffic accident,PA02&XE65U,"Unintentional land transport traffic event injuring a pedal cyclist / Person riding, operating or controlling a motorcycle or pedal cycle injured in transport related event",http://id.who.int/icd/entity/2021851761,http://id.who.int/icd/release/11/2022-02/mms/1366178730
V14.5,Pedal cyclist injured in collision with heavy transport vehicle or bus : passenger injured in traffic accident,PA02&XE1LZ,Unintentional land transport traffic event injuring a pedal cyclist / Vehicle passenger injured in transport related event,http://id.who.int/icd/entity/499699685,http://id.who.int/icd/release/11/2022-02/mms/1366178730
V14.9,Pedal cyclist injured in collision with heavy transport vehicle or bus : unspecified pedal cyclist injured in traffic accident,PA02,Unintentional land transport traffic event injuring a pedal cyclist,http://id.who.int/icd/entity/336366168,http://id.who.int/icd/release/11/2022-02/mms/1366178730
V15,Pedal cyclist injured in collision with railway train or railway vehicle,PA22&XE6DQ&XE65U,"Unintentional land transport event unknown whether traffic or nontraffic injuring a pedal cyclist / Railway vehicle as counterpart in land transport crash / Person riding, operating or controlling a motorcycle or pedal cycle injured in transport related event",http://id.who.int/icd/entity/367133032,http://id.who.int/icd/release/11/2022-02/mms/2115472339
V15.0,Pedal cyclist injured in collision with railway train or railway vehicle : driver injured in nontraffic accident,PA12&XE8TM&XE6DQ&XE65U,"Unintentional land transport nontraffic event injuring a pedal cyclist / Exposure to land transport off-road injury event / Railway vehicle as counterpart in land transport crash / Person riding, operating or controlling a motorcycle or pedal cycle injured in transport related event",http://id.who.int/icd/entity/1664616859,http://id.who.int/icd/release/11/2022-02/mms/1877903899
